author_id,inbound,created_at
AskPlayStation,False,"@116007 Sorry to hear that! For billing issues, please follow the steps in the next link: https://t.co/7atHEqJw8n"
116007,True,"@AskPlayStation not sure why my CC in my acct had an incorrect date, but my renewal for ps+ failed. How can I correct this?"
AskPlayStation,False,"@116008 Hi there! For assistance please follow us and send us a Direct Message, we look forward to your reply."
116008,True,@AskPlayStation please help
116008,True,@AskPlayStation hi I accidentally bought a psp game on the PlayStation store thinking it was for ps3. I don’t have a psp. can I return it?
AskPlayStation,False,@116009 Glad to help!  Please follow us via Twitter and let us know so we can send you a Direct Message with further instructions.
116009,True,I preordered the standard edition of cod ww2. Can I change it to deluxe edition somehow @AskPlayStation
AskPlayStation,False,@116010 Sorry to read that. Please check your DMs for assistance.
116010,True,@AskPlayStation someone got to my account and changed the email
HPSupport,False,"@116011 To better assist you, click on the option below and reply. Thanks! ^Anoop 2/2 https://t.co/a2xkfCrUG1"
116011,True,@HPSupport [Laserjet Pro M102w will not print. Drivers install and windows finds printer but I get an error] #hpcswus #hpprnt
HPSupport,False,"@116011 Hey Jacob, I'm here to help! Let's run print and scan doctor: https://t.co/EaeoxKeULN ...1/2"
HPSupport,False,@116012 below and reply. Thanks! ^Anoop 2/2 https://t.co/a2xkfCrUG1
116012,True,@HPSupport Im sending my notebook in for hard drive replacement. Is it alright if I format the drive to factory defaul first? #hpcswus #hppc
HPSupport,False,@116013 Fill the web form using this link to reach them- https://t.co/0jQc5ucYzc Thanks! ^Anoop 2/2 https://t.co/a2xkfCrUG1
116013,True,@HPSupport I would like to speak to a technician #hpsa #hpprnt
HPSupport,False,"@116013 Hey Daniel, I'm here to help! If you wish to speak to someone then you need to contact HP phone support. ...1/2"
ChaseSupport,False,@116014 2/2 to the merchant's site to make the purchase. ^BG
116014,True,"@ChaseSupport Sounds good, thanks!"
116014,True,Hi @ChaseSupport do I have to go through the Chase Online Ultimate Rewards webpage to get the extra cash back when I shop?
ChaseSupport,False,"@116014 1/2 Hello, in order to get the cash back, you'll need to click the link from the Ultimate Rewards website. You'll be routed"
ChaseSupport,False,"@116015 We appreciate the kind words. If you have questions or concerns, please let us know. We're here to help. ^CR"
116015,True,"I've had some ups and downs from banking with Chase, but lately they've been really good to me. So shoutout to you @116016 👏✊"
ChaseSupport,False,@116017 I’d like to review this further for you. Could you please DM your name &amp; zip code? ^BG https://t.co/znUu1VJn9r
116017,True,Hey @116016 we're gonna need to talk about all these pending charges that keep going through my account 5 days after the transaction was made.... I'm getting real irritated.
ChaseSupport,False,@116018 We're glad we were able to help! ^JG
116018,True,"@ChaseSupport Just got off the phone with them, you guys were great!"
ChaseSupport,False,@116018 Aw! It's our pleasure to help. Let us know if we can be of additional assistance. ^JG
116018,True,@ChaseSupport Thanks guys!
ChaseSupport,False,@116018 We would be happy to look into this for you. Could you DM your name and zip code? ^JG https://t.co/znUu1VJn9r
116018,True,"@ChaseSupport I couldn't find an e-mail online. You have my apartment address but not my number, how can I update that to ensure the card gets to me?"
116018,True,"@ChaseSupport I applied for a credit card and but i was never asked for my apt #, tried calling but couldn't get past your automated system."
CoxHelp,False,"@116019 Hello, this does not sound good.  Can you DM the account name and complete service address? We would like to help.  -Dan"
116019,True,@CoxHelp Had to push hard but finally got a team lead to reach out to on-call tech. Outage issue solved; #CSIssue not #CSFail
116019,True,Next day turnaround on an outage issue? @CoxHelp for the #CSFail when it comes to dealing with outages #CSFail #OutageProbs
CoxHelp,False,"@116020 Hi 🎃 Fɍ1sꝀɇNsŦɇƗn 👻, please DM account info including street address so we can look into this.  -Greg https://t.co/ovAKPb0TYC"
116020,True,@CoxHelp It needs to be fixed. Permanently. Now.
CoxHelp,False,@116020 I don't want you to feel this way. What's going on? -Colleen
116020,True,"So @116021 is back fucking me again with my BUSINESS plan internet.

Super cool company.

I don't recommend."
CoxHelp,False,"@116022 Hello, this does not sound good.  Can you DM the account name and complete service address? We would like to help.  -Dan"
116022,True,I’d like at least one month to go by where I don’t have to say how crappy the service is with @116021 in #Vegas &amp; how much I despise them
CoxHelp,False,"@116023 Hi Jean-Claude, I hope you do not have any service interruptions. If you need assistance, reach out to us. -Mike"
116023,True,@CoxHelp I just did.
CoxHelp,False,"@116023 Hi, the outage is still open in your area and working to get it restored as quickly as possible. Thanks for your patience. -Mary"
116023,True,@CoxHelp Been lookong forward to binge on #StrangerThingsSeason2 just hope we have internet. a lot of outages in the neighborhood lately.
CoxHelp,False,@116024 Okay great! If you have any further concerns please reach out to us. -Xavier
116024,True,"@116021 Seems like my problem has been resolved, the technicians you sent to the house were very capable and surpassed expectations"
AskeBay,False,@116025 Have you asked the seller yet where it is? See https://t.co/n4jUdNSd5z as they may be able to help out! ^D
116025,True,@AskeBay I have contacted seller but my question to you is when will I receive my product. Your customer service says may be the awb no.  is wrong.
116025,True,@AskeBay I don't care about that I want my product. . I wish I had not opted ebay.but in future I am not going to choose eBay . Because Its the worst
AskeBay,False,"@116025 The seller should have delivered it by then, but as you don't have it just see https://t.co/Yh3pSrspGY if the seller can't help! ^D"
116025,True,@AskeBay I haven't received it as of yet. And I have a contract with you for the delivery of product not with seller.
116025,True,"@AskeBay So, instead of telling me to contact the seller you guys should contact the seller."
AskeBay,False,"@116025 The contract is between you and the seller! They shipped it, but we protect you if you didn't get it if you open a case. ^D"
116025,True,@AskeBay I haven't received anything as of yet. I'll contact seller tomorrow morning. But your service is pathetic.
AskeBay,False,@116025 Did you view our link? We can give a refund if you don't get it! Just look at our guarantee for steps on activating it. ^D
116025,True,@AskeBay I would appreciate that I got the refund of my previous damaged product from eBay. But where are the timelines for delivery.
116025,True,@AskeBay The email address associated with my account is __email__ .
116025,True,@AskeBay I'm not looking for the refund. Just check my account and you would yourself condemn your service and worst packing .
116025,True,@AskeBay And I haven't received it yet so in layman terms you can say I'm Waiting for it from 9th of Oct. How much time can I wait.
116025,True,@AskeBay and so you have provided me the refund for that. But as I was mad about this product so I ordered the same product on 21st .
116025,True,@AskeBay I am looking for the product. Let me tell you something. I bought a similar product on 9th of this month. But that was damaged  .
AskeBay,False,"@116025 If you still can't see this, please DM us your full name, Zip code &amp; item number &amp; we'll advise on this date for you. 2/2^ML"
116025,True,@AskeBay And check with your team. Or else keep my fucking money as you guys have stressed me out. ?@61113
116025,True,@AskeBay @2598 kindly check the above message and do the needful for your worst service.
AskeBay,False,@116025 Thank you for your reply. The estimate delivery date for this order will be available to view in your ‘Purchase History’.1/2
116025,True,"@115937 Estimated delivery Wed, 25 Oct - Fri, 27 Oct
You have paid using PaisaPay on 21/10/17. 
but i havent received it yet on 1/11/17."
AskeBay,False,@116026 You can always open a claim https://t.co/xlN11csEfc to get the ball rolling on that coverage! ^BB
116026,True,@AskeBay I did that they closed my case have I lost £120 pounds now because of eBay theft and eBay does not care
AskeBay,False,@116026 Well I would be more than happy to take a look at that claim for you. Could you DM us with more details please? ^BB
116026,True,@AskeBay The delivery company is saying they delivered it to my street won't give address the seller is saying she has proof but no one will show me
AskeBay,False,@116026 Hey James - Could you send us a DM with all the information so we can look into that for you? ^BB
116026,True,@AskeBay what option do I have if I bought something on eBay and wasn't delivered and eBay closed my claim to get the money back?
AskeBay,False,@116027 On a desktop go to item page (view item) &gt; Manage Offers &gt; Change offer settings. You can get that going here. ^CC
116027,True,@AskeBay How do I setup automatic declines? Its not listed in your help centre and I’m struggling to find the settings
AskeBay,False,@116027 This is to help sell your items. Be sure to set up Automatic Decline in your settings so you don't have to see low offers. ^CC
116027,True,@AskeBay can you remove the best offer facility from buy it now items?? I am selling items that I do not wish to offer ‘best offer’
DropboxSupport,False,@116028 ...Cancel Dropbox Business. Hope this helps take care of things for you. 😊 2/2
116028,True,@116029 How can I change my work Dropbox account back to a personal account? I tested the trial version now I want my account to be personal again.
116029,True,We’re excited to announce the University of Cambridge is using Dropbox Business to power collaboration. https://t.co/SBIyDSyCDK https://t.co/3f69m3x5gF
DropboxSupport,False,"@116030 Hey Justin, apologies for the delay, are you still unable to access the eBook? https://t.co/XvZzHN3eu0 Let us know, thanks!"
116030,True,@116029 FYI was on your solutions/marketing of DB Business and noticed the read the eBook link is broken... https://t.co/aRWCfgYMoO
DropboxSupport,False,"@116031 We understand, and we’ve added your comments to your suggestion. Cheers!"
116031,True,"@DropboxSupport Please do! “As a user, I would like to hide irrelevant or old contacts from suggestions, in order to make room for relevant ones.” :)"
DropboxSupport,False,"@116031 Hi there, currently it isn’t possible to hide the suggestion list, however we can certainly forward this request to our dev team!"
116031,True,"@DropboxSupport How do I remove the suggested contacts in ""Invite people to Paper"" column? I don't have any third party contacts connected."
VirginAtlantic,False,"@116032 Hey James, when did you fly? ^E"
116032,True,@VirginAtlantic can you please update my tier points on my account - thanks.
VirginAtlantic,False,@116033 Sorry to hear this process was so frustrating. ^N
116033,True,"@VirginAtlantic 3 times over an hour on the phone, let’s just hope everything is correct now I’d hate for something to be wrong for a special occasion"
VirginAtlantic,False,@116033 Have you spoken to our team on the phone about this? What were you advised? ^H
116033,True,"3rd call to @VirginAtlantic hoping everything is sorted, booked flights for 4 guys and 2 peoples details were incorrect should I be worried?"
BofA_Help,False,@116034 You can send us a message by clicking the link below. ^cr https://t.co/CoOXedUuUC
116034,True,"@116035 refuses to provide me with a copy of my contract, even though they’re quoting it to justify stealing $800 from me"
BofA_Help,False,"@116034 Hello, we'd like to know more about your Twitter post. Please send us additional details about your concerns. Thank you. ^cr"
BofA_Help,False,@116036 Thank you for taking the time to speak with us today. We appreciate the opportunity to help. ^mg
116036,True,@BofA_Help Thanks
BofA_Help,False,@116036 Thank you for your patience. We'll call you shortly. ^mg
BofA_Help,False,@116037 I made another try to call you and reached your voice-mail. Please return my call at the # given if you still need help. ^kl
116037,True,@BofA_Help Anytime after 12noon today or anytime tomorrow
BofA_Help,False,@116037 We’re here from 8:00 am-9:00 pm ET Monday-Friday and 11:00 am-8:00pm ET Saturday. When is the best time to reach you? ^ra
116037,True,@BofA_Help Whenever your ready
BofA_Help,False,@116037 I am sorry I missed your call. Please let me know when you are able to talk about your information. ^kl
116037,True,"@BofA_Help Okay, I'm currently on the middle of something, I will return your call shortly thank you"
BofA_Help,False,@116037 I called and left a message for you. Please return my call at the number provided or DM me when you are available.  ^kl
116037,True,"@BofA_Help Thank you because I just was beginning to become comfortable with you all, Everything was going great"
BofA_Help,False,@116037 I'm sorry to see this and want to see how I can help. I will give you a call at the number you previously sent. ^kt
116037,True,"@116035 the the woman says, were regulated by the government they won't let us help you..She literally just blamed the government"
BofA_Help,False,"@116038 Hello, do you have any account related concerns that we can help with? Our Social Care Team is here if you need us. Thanks. ^cr"
116038,True,@116035 i have a question
XboxSupport,False,"@116039 Hi, can you direct message us and explain what issue you need assistance with? ^RM"
116039,True,@XboxSupport week 2 licence wont' validate my minecraft for windows 10 https://t.co/GbY14vW0FP
XboxSupport,False,"@116040 Hello! Most of the time connecting via ethernet can help, or restarting the console, router, and download. ^CO"
116040,True,"@XboxSupport Connection via Ethernet not possible where he is, also there's no file to delete &amp; restart as said before he's done a power cycle?"
XboxSupport,False,"@116040 Canceling the download, powering down the console, unplugging for five full minutes (this clears the cache), and try again. ^CO"
116040,True,"@XboxSupport my brother can't install Forza 7 on his Xbox one, he's already tried a power cycle, what can he do please?"
XboxSupport,False,@116041 to express your interest in seeing those games added to back compat!  2 ^JS
116041,True,@XboxSupport who would I message for backwards compatible game suggestions 2 great games have sat on the fourms since 2015 https://t.co/Hv4lYsUelZ
XboxSupport,False,@116041 Thanks for reaching out! Casting your votes on https://t.co/sGGIDmeHwt is the best way  1 ^JS
XboxSupport,False,"@116042 Hey there! We'd like to DM so we can collect more info, let us know when you're Following us? https://t.co/FIM7Ks4Co5  ^FH"
116043,True,@XboxSupport @116042 Yeah have to reboot game when animals become ill and the strikes and crisis come way to quickly
116044,True,"@XboxSupport @116042 Yes there are many bugs in this game, especially when you try and release animals"
116042,True,"@99 Hi, Will you be fixing the bugs and crashes on Zoo Tycoon: Ultimate Animal Collection Xbox One Version?

Many Thanks"
XboxSupport,False,"@116045 We'd be happy to help, but we could use more info. Could you follow &amp; DM @Xboxsupport with your Gamertag &amp; some details? ^EZ"
116045,True,"@XboxSupport I bought Dying Light from the xbox store and when I play it, it continuously freezes. I want my money back unless we can fix"
XboxSupport,False,@116046 You would need to have an active Game Pass subscription during the promo period to qualify: https://t.co/fMB5Tw1NOB  ^EZ
116046,True,@XboxSupport do you need a active game pass in order to receive the mystery gift from the giveaway?
XboxSupport,False,"@116047 Hi! We're an English support team, if that's ok, we're happy to help! Or our chat team can help: https://t.co/qSynA8s7TB ^CO"
116047,True,J'ai un pb quelqu'un a payer des jeux avec ma cb @XboxSupport 😓 pour acheter 210e de jeux...
XboxSupport,False,"@116048 Hello, thanks for reaching out to us. Can you DM us your gamertag and details of what you're seeing? ^CO"
116048,True,"@XboxSupport On Skype I can hear people, but they can't hear me. I've tried different controllers/mic &amp; uninstalling. Please help?"
AirAsiaSupport,False,"@116049 Hi Firdaus, we has respond you via DM,see you there! - Anwar"
116049,True,@AirAsiaSupport what happen to your system. I could not sent my refund info to e form
AzureSupport,False,@116050 Can you post this question to our forum here: https://t.co/923oV1HGoY and send us the link? We'd like to engage an engineer. ^TW
116050,True,@azuresupport #azhelp: why i can't use %env-variable% syntax in my function.json? Trying to deploy Function App but that syntax not working.
AzureSupport,False,"@116051 Are these the steps you followed: https://t.co/FYZZn3qGt8 ? Please DM us your sub ID. ^JN
 https://t.co/EYpi1mphGM"
AzureSupport,False,"@116051 Sorry to hear your having trouble. Could you direct message us with the steps you are following? ^JN
 https://t.co/EYpi1mphGM"
AzureSupport,False,@116052 Excellent! Let us know if you run into any trouble. We're here to help! ^TW
116052,True,"@AzureSupport Thanks for your help:) I've actually decided to use Azure Blob Storage instead, so I don't have to set up a service principal as a non-admin"
AzureSupport,False,@116052 Hello! We have some documentation that may help: https://t.co/WvN5SLVlHj Let us know if we can assist further! ^MH
116052,True,@azuresupport #azTechHelp Is there an easy way to transfer files from Azure File Store to Azure Data Lake?
AlaskaAir,False,@116053 Happy to hear our hardworking team took such good care of you. Thank you for choosing to fly with us. -Kimball
116053,True,Thank you @AlaskaAir for listening and helping when I had an issue today. Great customer service.
AlaskaAir,False,@116054 That's great to hear! Thanks for being such an awesome guest with us! -Sean
116054,True,Wow--great customer service @AlaskaAir! Thank you!
ArgosHelpers,False,@116055 I'm sorry to hear this. Please could you send a DM with your order number so I can look into this for you? - Paul
116055,True,@ArgosHelpers Terrible delivery service even worse paying extra for a time slot #3hourslate
Postmates_Help,False,"@116056 Hey there! DM us the email on your account, please. We can help!"
116056,True,"Hey @116057, if I recieve the wrong order and reported it to support...should I place a new order? Or what...?"
Postmates_Help,False,@116058 So sorry for the trouble! Please DM us your account email so we can look into this.
116058,True,@Postmates_Help order was messed up. Got a $5 refund when I deserve my money back. Food tasted horrible.
Morrisons,False,"@116059 Hi Wendss, sorry to hear this! Please DM me which store you use and I'll look into this :) - Kirsty"
116059,True,@Morrisons why have you discontinued your tinned ravioli in bolognese sauce. It was better than any other!! 😢
Morrisons,False,"@116060 Hi there, sorry to hear this :( I'll be sure to pass on your feedback :) - Kirsty"
116060,True,"Just so @Morrisons know, orange donuts were a TERRIBLE idea."
AskTarget,False,@116061 Our apologies for any inconvenience. DM us with more details &amp; store location. https://t.co/bEVlRVM6db
116061,True,@AskTarget Thank you for responding. I look forward to working with you.
116061,True,@116062 has disgustingly mismanaged the released of the Crota Pops. You should be ashamed of your distribution and retail staff.
AskTarget,False,@116063 That looks a little melted. DM us with more details for us to help. https://t.co/bEVlRVM6db
116063,True,How can I give this out?  Wtf @116062 https://t.co/OElDh05lPG
AskTarget,False,@116064 Great Suggestion! We have shared your comments with our Marketing Team for review. Thanks for tweeting us.
116064,True,"@AskTarget Looks like Marketing Team didn't think that was a good idea. What is the motto for @116062 again? Something like ""lol Fuck Our Customers""?"
116064,True,@116065 @AskTarget @116062 Can you do something similar for the Crota Funko Pop? This proves that you're capable of letting us know in advance when a limited product will go up for sale. You can still redeem yourselves for that fiasco of a launch. Please don't just randomly throw it up.
116065,True,SNES Classic will go up for Redcard members only at Target dot com at 7 AM PT November 1st https://t.co/5O5WXcpky2 https://t.co/hnRuz3CwmX
GoDaddyHelp,False,"@116066 Yes, we have chat. Live chat is available on the help page Monday through Friday from 5am - 6pm Arizona time in the US."
116066,True,@GoDaddyHelp hey godday do you have a chat support?? I had an issue while im tryin to sync merchandise from printfull to my woocommerce ..
GoDaddyHelp,False,@116067 2/2 Here is an article that explains why that happens: https://t.co/DcHLy9Eiw4 ^Heather
116067,True,@GoDaddyHelp Thank you!
GoDaddyHelp,False,@116067 You're most welcome. :) ^Heather
116067,True,@GoDaddyHelp Shit wrong one https://t.co/Fdvwd8vT22
GoDaddyHelp,False,"@116067 Thanks. It looks like that domain isn't registered with us, though. Do you have any domains with GoDaddy?^W https://t.co/rYq25s2Pfj"
116067,True,@GoDaddyHelp https://t.co/qbjuBeYovF
GoDaddyHelp,False,"@116067 Hi, that's not something we do. If your domain is public, spammers have access to your contact info. What's the domain? ^KJ"
116067,True,@116068 I'd appreciate it if you wouldn't sell my personal info to other companies. You had no right and i'll be reporting you to the BBB
GoDaddyHelp,False,@116067 Ok I do see you registered without privacy. That means your information is public in the whois database. 1/2
GoDaddyHelp,False,@116069 2/2 be transparent about the fix. You can still turn it back on. ^Heather
116070,True,"@GoDaddyHelp @116069 Lies, i set mine to off myself, it was no error or mistake."
116069,True,@116068 I specifically turned off auto renew. Why the hell did you feel the need to change it? This is shady as hell. https://t.co/HPICov83MV
GoDaddyHelp,False,@116069 I'm sorry you feel that way. It was a mistake that it wasn't setup automatically. A lot of people count on it. We emailed to 1/2
CenturyLinkHelp,False,"@116071 I apologize for the poor experience you've had with us. If there is anything that I can help you with, please DM me. -Lexie"
116071,True,@116072 really knows how to celebrate Halloween. I have basically no internet 😠 #centurylinksucks
CenturyLinkHelp,False,"@116071 Please let us know if you have any questions, just DM us your account number and any questions you may have. -Lexie"
116071,True,I'm trying to run a speed test but all it says is Network Communication Error after briefly showing 0.02 Mbps #centurylink #centurylinksucks
CenturyLinkHelp,False,"@116073 I apologize for the poor experience you've had with us. If there is anything that I can help you with, please DM me. -Lexie"
116073,True,@CenturyLinkHelp Change your hold music from being a 2 min loop for the love of god.
116073,True,@CenturyLinkHelp And give your call center people a raise for having to deal w/the nonsense created by your robot system that randomly cancels installations.
116073,True,".@116072 I heard you guys were bad; after an install no-show &amp; 25+ min of being on hold, I'm thinking the rumors were true."
CenturyLinkHelp,False,"@116074 Hello Venessa, I would be more than happy to assist you. Please send me a DM. -Katie"
116074,True,@116072 You are the worst! I have to wait three days to get my internet fixed...
AskPapaJohns,False,@116075 Hi there! This would be a question for your local store. Thanks for your time! 😊
116075,True,Aye @116076 why y’all don’t deliver to Xavier University of Louisiana??? What’s beef??
AskPapaJohns,False,@116077 We hate to hear this. Can you DM us what happened?
116077,True,@AskPapaJohns I sure can!
AskPapaJohns,False,@116077 Thanks!
116077,True,I get that it’s Halloween but this dude at the Canonsburg @116076 is flipping out. Literally screaming. He said he’s the general manager😳
AskPapaJohns,False,@116078 We're so sorry your order is running late! Please DM us your contact info and store address. Thanks!
116078,True,@116076 ordered pizza for a 515 delivery.  Still waiting on it.  Having a halloween party.
UPSHelp,False,@116079 Please DM us your tracking and contact number via the link so we can look into this for you. ^CH https://t.co/wKJHDXWGRQ
116079,True,"Hey @81 you just gained a customer @115817 lost my package I paid for overnight first am delivery, they ""lost"" it hope you can do better"
UPSHelp,False,@116080 Is there something that we can assist you with? DM our team ^WS https://t.co/wKJHDXWGRQ
116080,True,"@UPSHelp Nope, I’ve got my package thanks"
116080,True,Saved my fucking time by just checking my mailbox because sure enough I got the UPS letter saying my package was in oh my gOD
116080,True,"I legitimately spent an hour trying to deal with USPS cause I had 1 question and they just hung up on me or wasn’t any help, I could have"
AmazonHelp,False,@116081 Hey Georgia! Sorry you haven't received your package. We'd love to help! What does the current tracking say on your order? ^AJ
116081,True,@AmazonHelp but I can’t find the options to cancel or re-order?
AmazonHelp,False,@116081 I'm sorry for the delay! We'd like to take a further look into this with you! Please reach us here: https://t.co/hApLpMlfHN ^AG
116081,True,@AmazonHelp Thanks for quick response. Pic attached. https://t.co/yNhYE638YS
116081,True,@115821 my order hasn’t arrived (it was due 14th October). Can you help?
AmazonHelp,False,@116082 Canceling your Prime membership can be done here:https://t.co/MlOxxuNX7N. You'll be shown your estimated refund there. ^SK
116082,True,@AmazonHelp Thats the thing I told customer service. I created a new email address for the Prime trial and forgot it. What can I do so I'm not charged?
AmazonHelp,False,@116082 Hey Corey! Even on the new account you made you can turn of the auto renew through the same link ^SK posted for you. ^AJ
116082,True,@AmazonHelp You have to log in. I don't remember the email address I used. Can you look up the account by my bank information?
AmazonHelp,False,@116082 It would be best if you get in touch with us by phone or chat.use this link to do so:  https://t.co/hApLpMlfHN ^CH
116082,True,@AmazonHelp They sent me the email I sent you guys that said I wasn't gonna be charged. He must have been able to look up my account a different way.
116082,True,@AmazonHelp I tried my phone number but I didnt have a mobile account. I went through this for 2 hours on the phone with someone.
116082,True,@AmazonHelp I called customer service and was told my membership wouldn't be renewed. I was just charged today. How do I get a refund? https://t.co/SeoQUsA0VA
AmazonHelp,False,@116083 I'm sorry to hear you're not able to access your account. Please use this link instead to contact us: https://t.co/zYVX1Qi29G. ^LH
116083,True,"@AmazonHelp I have tried. It’s not allowing me to access my account to cancel my membership, I haven’t even used prime in almost 3 months."
AmazonHelp,False,@116083 Hmm... We'd like to take a better look at this with you. Please reach us via phone/chat here: https://t.co/JzP7hlA23B ^KP
116083,True,"@115821 being charged for amazon prime &amp; when I go to cancel it, it’s saying I’m not a member😠😠😠"
AmazonHelp,False,@116084 I'm sorry you've encountered an unknown charge! We'd be happy to look into this with you here: https://t.co/hApLpMlfHN ^BL
116084,True,@AmazonHelp where can I chat with a support member for a false charge
AmazonHelp,False,@116085 Thanks for reaching out to us! You can find info on adding household members here: https://t.co/i3uumZzaok ^MO
116085,True,"@AmazonHelp So essentially still two separate accounts, just sharing payment info? I don't want my family to see my Christmas shopping list 😂"
116085,True,@AmazonHelp if I add another adult to my Amazon household (with their own account) can they see my wishlists/photos/order history?
AmazonHelp,False,@116086 Sorry for the inconvenience! Check out how to manage your notifications here: https://t.co/DLN4bDuc5B ^SG
116086,True,Seriously @115821? I order 6 identical washing up bowls and they are all being dispatched as separate orders? My phone is buzzing non-stop!
AmazonHelp,False,@116087 I'm sorry for the long wait; what is your current order status showing when you review it: https://t.co/Y5jpI9gRhE? ^WM
116087,True,"@AmazonHelp My package just got here. All good, thank you!"
AmazonHelp,False,"@116087 Thank you for keeping us posted, Rachael! ^BA"
116087,True,"I ordered some parts of my costume late, but my amazon has a map of the driver and they're like, 6 houses away."
AmazonHelp,False,"@116088 I'm sorry for the frustration, Anthony! Can you tell me more about which pre-order bonuses are missing? ^EA"
116088,True,@AmazonHelp Never got the beta and now I’m being told I won’t get ANY of the other stuff. Including Last Jedi content and or bonus classes. Anything! :(
AmazonHelp,False,"@116088 We'd like to see what we can do to help. What date did you place the order on, and which version did you order? ^MB"
116088,True,@AmazonHelp Deluxe edition on September 16th. It definitely had the pre orders on the profile because that’s why I ordered. Also why I paid for Prime..
AmazonHelp,False,@116088 Could you link us to the page of the item on our website? This will allow us to take a closer look at all options. ^VB
116088,True,@AmazonHelp Star Wars Battlefront 2 Elite Trooper Deluxe Edition Playstation 4 https://t.co/6K7WdDcY2P preorder info is in description. Thanks for help
AmazonHelp,False,@116088 Thanks for the link. We are not a participating retailer to receive the bonus content. Details: https://t.co/hJIrBtSMrl ^BE
116088,True,@AmazonHelp But your website is offering pre order content.... so it’s just a lie?
116088,True,@AmazonHelp It’s literally in the description of the item... “Players who pre-order Star Wars Battlefront...”
116088,True,@AmazonHelp @116089 is this real? They’re offering preorder bonuses but don’t actually give them out?
116088,True,@AmazonHelp So to get this straight. I get nothing at all for preordering?
116088,True,@AmazonHelp I’ve cancelled my order and gone to Best Buy. Thank you.
116088,True,"@116090 Saying I preordered to early, terrible customer service. Won’t renew prime if this isn’t fixed."
116088,True,@116090 I signed up for Prime so I could preorder Battlefront II and get all the bonuses and now cust service is saying I won’t get bonus
AmazonHelp,False,@116091 Oh no! I'm so sorry to hear this. Was the item sold by Amazon directly or Third-party seller: https://t.co/aaDyEz1VgE. ^LH
116091,True,"@AmazonHelp Fulfilled by Amazon. It’s quite disturbing you’re selling counterfeit items, and can’t be trusted."
AmazonHelp,False,"@116091 We'd like to look into this with you in real time, Bry. When you can, please ring or chat in with us: https://t.co/JzP7hlA23B ^BL"
116091,True,@AmazonHelp Already have and the assistance I received was absolutely useless and rude.
116091,True,Two fake items in one day. Time to cancel my Amazon Prime membership. @AmazonHelp
AmazonHelp,False,"@116092 Oh no, Barton! Have you tried uninstalling and re-installing the app? Perhaps a power cycle too? Please let us know. ^KL"
116092,True,@AmazonHelp I have. No luck.
AmazonHelp,False,@116092 Sorry you're still having trouble! What error are you seeing when you try to use the app? ^JP
116092,True,@115821 please spend time &amp; money to fix your app. Constant issues with it.
AmazonHelp,False,"@116093 Oh no! We'd like to help you with this, Kelly! Can you tell us more about what's happening with the Kindle? Thanks!  ^AJ"
116093,True,@AmazonHelp It’s not allowing me to update it to register my new amazon account. I read I’d have to do so manually. Thx 4 response.
AmazonHelp,False,@116093 No problem! You may need to deregister the Kindle from the old account. You can see how here: https://t.co/zyUJKBZObw ^AJ
116093,True,My Kindle not working properly is breaking my heart! 😩💔
AmazonHelp,False,"@116094 (2/2) Also, for your security, I'd recommend deleting the image, as it contains your tracking number. ^WT"
116094,True,@AmazonHelp that is not my apartment!!!!!!! This is the sending time!!!! Where is my package!!!!!!!!!! https://t.co/EIY6DZUCDC
AmazonHelp,False,@116094 I'm so sorry! We'd like to make sure this is addressed. Please provide some details here: https://t.co/KctVgMFvbp (1/2)
AmazonHelp,False,@116095 I'm sorry you received an incorrect item. Have you checked out our return/replacement options here: https://t.co/FRsodhtXKJ? ^FJ
116095,True,@AmazonHelp Yep. I’m going to take it to the MegaAlexa at Whole Foods.
116095,True,@116096 Truly. This is the strangest vampire book I’ve ever received. 😜 cc @43760 @AmazonHelp #misship https://t.co/Zad7Az14Zg
116096,True,"This is the Japanese vampire book I blurbed. Different, touching, and perfectly constructed. https://t.co/lZAfyKtMpe"
AppleSupport,False,@116097 We'd like to look into this with you. Please DM us your current iOS version and your iPhone model. https://t.co/GDrqU22YpT
116097,True,"Why does my I️ not work ?! 
@115858 please fix this!!!"
AppleSupport,False,@116098 Let's dig into this further with you. DM us and we'll continue there.
116098,True,@AppleSupport I️ just updated it and it’s still coming up https://t.co/22RZsQyTbh
AppleSupport,False,"@116098 We definitely understand your concern. Please backup your iPhone, update and let us know the result: https://t.co/ahjigcvFRG"
116098,True,Why is “I️” keep changing to this and how do I️ stop it🤦🏽‍♀️ @115858 @AppleSupport #anybody https://t.co/urzAfSZL5z
AppleSupport,False,@116099 We're here to help. Which exact iOS version is your device running? This info can be found under Settings &gt; General &gt; About.
116099,True,iOS 11 is killing my battery @115858. Fix it.
AppleSupport,False,@116100 This article should help with that: https://t.co/usOJWy6ChP
116100,True,"@AppleSupport Thanks, thing is I still have like 81 cents in credit and won't let me do that until I have zero credit"
AppleSupport,False,@116100 Try contacting our iTunes Store team here for more help: https://t.co/SDIe7UiyJN
116100,True,"@AppleSupport Awesome, thanks"
116100,True,"@AppleSupport Hello, I need some help regarding the region change on my Apple ID"
AppleSupport,False,@116101 Thanks for clarifying. Let's meet in DM so we can do more in-depth on this. https://t.co/GDrqU22YpT
116101,True,"@AppleSupport it has, but not for some time now. i’ve tried with two different apple ids but it’s still not showing up on my phone"
